,data_url,labels
0,./Fatigue Detection/open_eye\s0014_07390_0_0_1_1_1_02.png,1.0
0,./Fatigue Detection/open_eye\s0023_00325_0_0_1_0_1_01.png,1.0
0,./Fatigue Detection/open_eye\s0014_07438_0_0_1_2_1_02.png,1.0
0,./Fatigue Detection/open_eye\s0019_05201_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0014_08465_0_0_1_1_0_02.png,1.0
0,./Fatigue Detection/closed_eye\s0002_00468_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0014_01132_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0029_00535_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0012_08295_0_0_1_1_0_02.png,1.0
0,./Fatigue Detection/closed_eye\s0010_00189_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0025_00541_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/closed_eye\s0008_00106_0_1_0_0_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0014_00269_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0001_03189_0_1_1_2_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0028_00452_0_1_1_0_0_01.png,1.0
0,./Fatigue Detection/closed_eye\s0004_00982_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0001_02999_0_1_1_0_0_01.png,1.0
0,./Fatigue Detection/closed_eye\s0011_01337_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0014_06100_0_0_1_0_1_01.png,1.0
0,./Fatigue Detection/closed_eye\s0019_00863_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0012_00087_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0010_00121_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0025_00364_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0014_07289_0_0_1_2_1_02.png,1.0
0,./Fatigue Detection/closed_eye\s0007_00320_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0013_00120_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0015_00607_0_0_0_0_1_01.png,0.0
0,./Fatigue Detection/closed_eye\s0016_01337_1_0_0_0_1_01.png,0.0
0,./Fatigue Detection/closed_eye\s0014_00166_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0012_00451_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0009_00198_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0001_01427_0_1_0_2_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0015_00981_0_0_1_0_1_01.png,1.0
0,./Fatigue Detection/open_eye\s0019_05851_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/closed_eye\s0017_00457_1_0_0_0_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0012_01576_0_0_0_0_1_01.png,0.0
0,./Fatigue Detection/open_eye\s0012_08097_0_0_1_0_0_02.png,1.0
0,./Fatigue Detection/closed_eye\s0019_00400_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0027_00112_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0012_06421_0_0_1_0_1_01.png,1.0
0,./Fatigue Detection/open_eye\s0014_04069_0_0_1_1_0_01.png,1.0
0,./Fatigue Detection/closed_eye\s0014_02393_0_0_0_2_1_03.png,0.0
0,./Fatigue Detection/closed_eye\s0016_00174_1_0_0_0_1_01.png,0.0
0,./Fatigue Detection/closed_eye\s0019_02700_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0021_00643_0_1_1_2_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0020_00361_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0012_07637_0_1_1_2_1_01.png,1.0
0,./Fatigue Detection/open_eye\s0012_05279_0_0_1_2_1_03.png,1.0
0,./Fatigue Detection/closed_eye\s0012_00061_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0006_00131_0_1_0_0_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0004_00945_0_0_0_0_1_01.png,0.0
0,./Fatigue Detection/open_eye\s0019_05194_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/closed_eye\s0006_00327_0_1_0_0_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0019_01341_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0016_00056_1_0_0_0_1_01.png,0.0
0,./Fatigue Detection/open_eye\s0025_01238_0_0_1_0_1_01.png,1.0
0,./Fatigue Detection/closed_eye\s0014_03581_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0012_02038_0_1_0_0_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0019_01320_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0019_04303_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0012_07731_0_0_1_1_0_02.png,1.0
0,./Fatigue Detection/open_eye\s0001_02744_0_1_1_2_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0012_04544_0_0_1_0_1_01.png,1.0
0,./Fatigue Detection/closed_eye\s0012_00555_0_0_0_0_1_01.png,0.0
0,./Fatigue Detection/open_eye\s0014_04028_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/closed_eye\s0007_00510_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0011_00263_0_0_0_0_1_01.png,0.0
0,./Fatigue Detection/closed_eye\s0012_03083_0_1_0_2_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0016_00065_1_0_0_0_1_01.png,0.0
0,./Fatigue Detection/closed_eye\s0011_00556_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0012_06488_0_0_1_0_1_01.png,1.0
0,./Fatigue Detection/open_eye\s0014_05198_0_0_1_0_1_01.png,1.0
0,./Fatigue Detection/closed_eye\s0014_03438_0_1_0_2_1_01.png,0.0
0,./Fatigue Detection/closed_eye\s0007_00200_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0008_00265_0_1_0_0_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0016_00562_1_0_0_0_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0014_03386_0_1_0_0_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0019_03208_0_0_1_0_1_01.png,1.0
0,./Fatigue Detection/open_eye\s0029_00550_0_0_1_0_1_01.png,1.0
0,./Fatigue Detection/open_eye\s0025_01062_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0018_03881_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/closed_eye\s0008_00038_0_1_0_0_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0026_01071_0_0_1_0_1_01.png,1.0
0,./Fatigue Detection/open_eye\s0014_08815_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0014_08071_0_0_1_1_0_02.png,1.0
0,./Fatigue Detection/closed_eye\s0016_00494_1_0_0_1_1_01.png,0.0
0,./Fatigue Detection/open_eye\s0002_01106_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0013_03124_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/closed_eye\s0012_00224_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0019_05030_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0025_01110_0_0_1_0_1_01.png,1.0
0,./Fatigue Detection/open_eye\s0014_06911_0_1_1_2_1_01.png,1.0
0,./Fatigue Detection/open_eye\s0014_04284_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0019_06078_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/closed_eye\s0014_02252_0_0_0_0_1_03.png,0.0
0,./Fatigue Detection/closed_eye\s0009_00149_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0012_04825_0_0_1_0_0_03.png,1.0
0,./Fatigue Detection/closed_eye\s0009_00206_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0008_00040_0_1_0_1_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0014_04475_0_0_1_2_1_03.png,1.0
0,./Fatigue Detection/open_eye\s0014_08467_0_0_1_1_0_02.png,1.0
0,./Fatigue Detection/closed_eye\s0016_01481_1_0_0_0_1_01.png,0.0
0,./Fatigue Detection/open_eye\s0029_01328_0_0_1_0_1_01.png,1.0
0,./Fatigue Detection/closed_eye\s0014_02820_0_1_0_0_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0019_05451_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/closed_eye\s0016_00515_1_0_0_0_1_01.png,0.0
0,./Fatigue Detection/open_eye\s0001_02710_0_1_1_2_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0014_06844_0_1_1_2_0_01.png,1.0
0,./Fatigue Detection/closed_eye\s0012_01416_0_0_0_0_1_01.png,0.0
0,./Fatigue Detection/closed_eye\s0005_00033_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0012_01307_0_0_0_0_0_03.png,0.0
0,./Fatigue Detection/closed_eye\s0011_00497_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0012_05756_0_0_1_2_1_03.png,1.0
0,./Fatigue Detection/closed_eye\s0010_00104_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0012_04353_0_1_0_0_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0012_00788_0_0_0_0_1_01.png,0.0
0,./Fatigue Detection/closed_eye\s0011_00663_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0014_03980_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/closed_eye\s0015_00034_0_0_0_0_1_01.png,0.0
0,./Fatigue Detection/closed_eye\s0014_01497_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0019_01782_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0014_05175_0_0_1_0_1_01.png,1.0
0,./Fatigue Detection/open_eye\s0012_04729_0_0_1_0_0_03.png,1.0
0,./Fatigue Detection/closed_eye\s0029_00066_0_0_0_0_1_01.png,0.0
0,./Fatigue Detection/open_eye\s0029_00552_0_0_1_0_1_01.png,1.0
0,./Fatigue Detection/closed_eye\s0014_02008_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0012_00194_0_0_0_0_1_01.png,0.0
0,./Fatigue Detection/open_eye\s0024_00305_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0019_03550_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0012_05332_0_0_1_2_1_03.png,1.0
0,./Fatigue Detection/closed_eye\s0019_00146_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0023_00331_0_0_1_0_1_01.png,1.0
0,./Fatigue Detection/closed_eye\s0014_03211_0_1_0_0_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0019_03273_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/closed_eye\s0019_02204_0_0_0_0_1_01.png,0.0
0,./Fatigue Detection/closed_eye\s0021_00017_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0019_03129_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0012_06485_0_0_1_0_1_01.png,1.0
0,./Fatigue Detection/open_eye\s0018_03974_0_0_1_0_1_01.png,1.0
0,./Fatigue Detection/closed_eye\s0006_00705_0_1_0_1_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0014_06214_0_0_1_0_1_01.png,1.0
0,./Fatigue Detection/closed_eye\s0012_04039_0_1_0_2_1_01.png,0.0
0,./Fatigue Detection/closed_eye\s0001_00014_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0004_00288_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0014_07913_0_0_1_1_0_02.png,1.0
0,./Fatigue Detection/open_eye\s0015_01044_0_0_1_0_1_01.png,1.0
0,./Fatigue Detection/open_eye\s0001_02809_0_1_1_2_0_01.png,1.0
0,./Fatigue Detection/closed_eye\s0014_01452_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0012_06481_0_0_1_0_1_01.png,1.0
0,./Fatigue Detection/closed_eye\s0016_00893_1_0_0_2_1_01.png,0.0
0,./Fatigue Detection/open_eye\s0023_00068_0_0_1_0_1_01.png,1.0
0,./Fatigue Detection/open_eye\s0027_00156_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0021_00634_0_1_1_2_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0019_06067_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0019_05379_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/closed_eye\s0014_00019_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0002_00554_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0019_04196_0_0_1_0_1_01.png,1.0
0,./Fatigue Detection/closed_eye\s0014_03751_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0012_07447_0_0_1_0_1_01.png,1.0
0,./Fatigue Detection/open_eye\s0019_05736_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0012_05155_0_0_1_0_0_03.png,1.0
0,./Fatigue Detection/open_eye\s0012_08108_0_0_1_1_0_02.png,1.0
0,./Fatigue Detection/closed_eye\s0007_00223_0_0_0_0_1_01.png,0.0
0,./Fatigue Detection/closed_eye\s0005_00444_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0016_00123_1_0_0_0_1_01.png,0.0
0,./Fatigue Detection/closed_eye\s0019_01164_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0013_03368_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/closed_eye\s0012_03086_0_1_0_2_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0021_00441_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/closed_eye\s0006_00603_0_1_0_1_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0016_01245_1_0_0_0_1_01.png,0.0
0,./Fatigue Detection/closed_eye\s0012_01176_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0019_05904_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0021_00585_0_1_1_2_0_01.png,1.0
0,./Fatigue Detection/closed_eye\s0001_00051_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0015_01023_0_0_1_0_1_01.png,1.0
0,./Fatigue Detection/closed_eye\s0008_00198_0_1_0_1_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0003_00136_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0012_05007_0_0_1_0_0_03.png,1.0
0,./Fatigue Detection/closed_eye\s0003_00432_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0014_02439_0_0_0_2_1_03.png,0.0
0,./Fatigue Detection/closed_eye\s0014_00914_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0019_00060_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0019_03251_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0019_04129_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0019_06070_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/closed_eye\s0015_00613_0_0_0_0_1_01.png,0.0
0,./Fatigue Detection/open_eye\s0014_06528_0_1_1_2_1_01.png,1.0
0,./Fatigue Detection/open_eye\s0012_05606_0_0_1_0_0_03.png,1.0
0,./Fatigue Detection/closed_eye\s0012_03203_0_1_0_0_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0029_00511_0_0_1_0_1_01.png,1.0
0,./Fatigue Detection/closed_eye\s0001_01196_0_1_0_2_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0012_01811_0_1_0_2_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0014_06658_0_1_1_2_1_01.png,1.0
0,./Fatigue Detection/closed_eye\s0005_00410_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0019_02147_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0014_05545_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0012_06725_0_0_1_0_1_01.png,1.0
0,./Fatigue Detection/open_eye\s0015_00880_0_0_1_0_1_01.png,1.0
0,./Fatigue Detection/open_eye\s0014_05161_0_0_1_0_1_01.png,1.0
0,./Fatigue Detection/open_eye\s0027_00654_0_1_1_1_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0025_00296_0_0_1_0_1_01.png,1.0
0,./Fatigue Detection/open_eye\s0027_00609_0_1_1_2_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0012_07988_0_0_1_1_0_02.png,1.0
0,./Fatigue Detection/closed_eye\s0019_02852_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0014_05622_0_0_1_0_1_01.png,1.0
0,./Fatigue Detection/open_eye\s0020_00154_0_0_1_0_1_01.png,1.0
0,./Fatigue Detection/open_eye\s0021_00657_0_1_1_2_0_01.png,1.0
0,./Fatigue Detection/closed_eye\s0012_04335_0_1_0_0_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0014_03806_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/closed_eye\s0012_04175_0_1_0_2_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0006_00715_0_1_0_1_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0004_00112_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0019_01291_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0014_04202_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0019_05468_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0012_08385_0_0_1_1_0_02.png,1.0
0,./Fatigue Detection/open_eye\s0014_05291_0_0_1_0_1_01.png,1.0
0,./Fatigue Detection/closed_eye\s0012_01206_0_0_0_0_1_01.png,0.0
0,./Fatigue Detection/open_eye\s0012_08513_0_0_1_1_0_02.png,1.0
0,./Fatigue Detection/closed_eye\s0014_00632_0_0_0_0_1_01.png,0.0
0,./Fatigue Detection/closed_eye\s0012_02495_0_1_0_0_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0006_00390_0_1_0_1_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0001_02925_0_1_1_1_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0026_00713_0_0_1_0_1_01.png,1.0
0,./Fatigue Detection/open_eye\s0014_08436_0_0_1_1_1_02.png,1.0
0,./Fatigue Detection/closed_eye\s0019_01896_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0012_02383_0_1_0_2_1_01.png,0.0
0,./Fatigue Detection/closed_eye\s0017_00508_1_0_0_0_1_01.png,0.0
0,./Fatigue Detection/open_eye\s0020_00395_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0012_05185_0_0_1_0_0_03.png,1.0
0,./Fatigue Detection/open_eye\s0012_05771_0_0_1_0_0_03.png,1.0
0,./Fatigue Detection/open_eye\s0025_00413_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/closed_eye\s0019_02227_0_0_0_0_1_01.png,0.0
0,./Fatigue Detection/open_eye\s0012_06249_0_0_1_0_1_01.png,1.0
0,./Fatigue Detection/open_eye\s0014_05592_0_0_1_0_1_01.png,1.0
0,./Fatigue Detection/open_eye\s0019_03718_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/closed_eye\s0003_00415_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0002_00488_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0012_00208_0_0_0_0_1_01.png,0.0
0,./Fatigue Detection/closed_eye\s0012_02235_0_1_0_2_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0012_07100_0_0_1_0_1_01.png,1.0
0,./Fatigue Detection/closed_eye\s0014_01172_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0014_03549_0_0_0_0_1_02.png,0.0
0,./Fatigue Detection/open_eye\s0019_04536_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0001_02101_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0014_04266_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0021_00759_0_1_1_0_0_01.png,1.0
0,./Fatigue Detection/closed_eye\s0005_00080_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0008_00323_0_1_0_2_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0025_00919_0_0_1_0_1_01.png,1.0
0,./Fatigue Detection/open_eye\s0029_01291_0_0_1_0_1_01.png,1.0
0,./Fatigue Detection/open_eye\s0019_05282_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0012_04697_0_0_1_0_0_03.png,1.0
0,./Fatigue Detection/open_eye\s0018_04320_0_1_1_2_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0014_05659_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0029_00347_0_0_1_0_1_01.png,1.0
0,./Fatigue Detection/open_eye\s0014_06105_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0014_07717_0_0_1_1_1_02.png,1.0
0,./Fatigue Detection/open_eye\s0012_07190_0_0_1_0_1_01.png,1.0
0,./Fatigue Detection/closed_eye\s0001_00340_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0021_00396_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/closed_eye\s0012_01427_0_0_0_0_1_01.png,0.0
0,./Fatigue Detection/open_eye\s0019_05153_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0019_04290_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0025_00652_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/closed_eye\s0012_03902_0_1_0_2_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0015_00698_0_0_0_0_1_01.png,0.0
0,./Fatigue Detection/closed_eye\s0019_02856_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0023_00319_0_0_1_0_1_01.png,1.0
0,./Fatigue Detection/closed_eye\s0001_01650_0_1_0_0_1_01.png,0.0
0,./Fatigue Detection/closed_eye\s0017_00237_1_0_0_0_1_01.png,0.0
0,./Fatigue Detection/closed_eye\s0012_03802_0_1_0_1_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0019_05697_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0027_00176_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/closed_eye\s0002_00656_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0029_00217_0_0_1_0_1_01.png,1.0
0,./Fatigue Detection/open_eye\s0014_04200_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0029_00665_0_0_1_0_1_01.png,1.0
0,./Fatigue Detection/open_eye\s0019_04839_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0025_00619_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0013_03493_0_1_1_0_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0018_04243_0_1_1_2_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0012_06552_0_0_1_0_1_01.png,1.0
0,./Fatigue Detection/closed_eye\s0014_01440_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0008_00228_0_1_0_0_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0014_00583_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0014_07838_0_0_1_1_1_02.png,1.0
0,./Fatigue Detection/closed_eye\s0013_00165_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0006_01002_0_1_0_1_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0018_03958_0_0_1_0_1_01.png,1.0
0,./Fatigue Detection/open_eye\s0012_05383_0_0_1_2_1_03.png,1.0
0,./Fatigue Detection/closed_eye\s0004_00624_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0014_02194_0_0_0_1_1_03.png,0.0
0,./Fatigue Detection/open_eye\s0018_03911_0_0_1_0_1_01.png,1.0
0,./Fatigue Detection/closed_eye\s0016_00044_1_0_0_0_1_01.png,0.0
0,./Fatigue Detection/closed_eye\s0014_03726_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0001_00583_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0019_05520_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/closed_eye\s0004_00535_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0014_00622_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0013_03434_0_1_1_1_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0012_06156_0_0_1_0_1_01.png,1.0
0,./Fatigue Detection/open_eye\s0021_00517_0_1_1_2_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0028_00205_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/closed_eye\s0014_01376_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0029_01224_0_0_1_0_1_01.png,1.0
0,./Fatigue Detection/closed_eye\s0012_00689_0_0_0_0_1_01.png,0.0
0,./Fatigue Detection/closed_eye\s0015_00180_0_0_0_0_1_01.png,0.0
0,./Fatigue Detection/open_eye\s0017_01570_1_0_1_0_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0014_05044_0_0_1_2_1_03.png,1.0
0,./Fatigue Detection/open_eye\s0014_06185_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0026_00429_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0012_06221_0_0_1_0_1_01.png,1.0
0,./Fatigue Detection/closed_eye\s0016_00414_1_0_0_0_1_01.png,0.0
0,./Fatigue Detection/closed_eye\s0014_02383_0_0_0_1_1_03.png,0.0
0,./Fatigue Detection/open_eye\s0016_01813_1_0_1_0_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0012_06050_0_0_1_0_0_03.png,1.0
0,./Fatigue Detection/closed_eye\s0012_03804_0_1_0_1_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0019_00854_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0018_03852_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0014_06008_0_0_1_0_1_01.png,1.0
0,./Fatigue Detection/open_eye\s0020_00296_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/closed_eye\s0019_00284_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/open_eye\s0019_03485_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/open_eye\s0025_00708_0_0_1_0_0_01.png,1.0
0,./Fatigue Detection/closed_eye\s0019_01961_0_0_0_0_0_01.png,0.0
0,./Fatigue Detection/closed_eye\s0004_00997_0_0_0_0_1_01.png,0.0
